,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
68811,1m69ELEgE6k5ZWsap40ozt,Ozuna,Odisea,Se Preparó,75,188080,False,0.739,0.821,1,-4.233,1,0.0852,0.222,9.6e-06,0.311,0.693,171.077,4,latino
68966,4t9a07PAghtQMRAIP9FQ7Z,Lunay;Daddy Yankee;Bad Bunny,Épico,Soltera - Remix,75,266086,False,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,4,latino
68307,63aj87TQG6F3RVO5nbG2VQ,J Balvin;Skrillex,In Da Getto,In Da Getto,75,131065,False,0.915,0.72,8,-3.126,1,0.0459,0.025,1.42e-05,0.0942,0.631,126.986,4,latino
68555,3pDhN3qB33AOPhQEkUCaWt,Daddy Yankee,Prestige,Limbo,75,224693,False,0.806,0.875,7,-3.817,1,0.088,0.0838,0.00192,0.065,0.917,125.063,4,latino
68975,0RGpd5zCowfEItCUF7Itpr,Farruko,Nazareno,Nazareno,75,223173,True,0.658,0.725,7,-4.604,0,0.0321,0.0292,0.000107,0.163,0.368,128.117,4,latino
68601,0EhpEsp4L0oRGM0vmeaN5e,J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),75,232253,False,0.571,0.693,6,-8.234,0,0.0545,0.00536,0.0,0.173,0.393,168.169,4,latino
68755,7KbF6AdprOXEEHlsq11Z6d,Maluma,11:11,11 PM,75,175733,False,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,4,latino
68851,5W83ErFkO3aKAIS1WMi6u0,Anuel AA;KAROL G,Secreto,Secreto,75,258800,False,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,4,latino
68505,6Rpbzk2LC8xWZI93RyodAq,Ozuna;Feid,Hey Mor,Hey Mor,75,196600,False,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,4,latino
68502,5cpJFiNwYyWwFLH0V6B3N8,Ozuna;Doja Cat;Sia,Enoc,Del Mar,75,214506,True,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4,latino
68920,4IsO1J5LSrVwkQOIEdZ417,Nicky Jam,Sin Novia,Sin Novia,75,188411,False,0.747,0.752,11,-5.324,1,0.0417,0.116,0.0,0.128,0.512,106.97,4,latino
68657,6Za3190Sbw39BBC77WSS1C,Natti Natasha;Ozuna,Criminal,Criminal,75,232549,False,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,4,latino
68665,6N7LquYjc3c53qr4PSJbi5,Paulo Londra;Ed Sheeran,Noche de Novela (feat. Ed Sheeran),Noche de Novela (feat. Ed Sheeran),75,191896,False,0.522,0.585,7,-7.205,1,0.129,0.00208,0.0,0.0909,0.411,97.99,4,latino
68914,3VvA1wSxukMLsvXoXtlwWx,Boza,Más Negro Que Rojo,Hecha Pa' Mi,75,186133,False,0.725,0.756,4,-5.013,1,0.0572,0.362,0.000685,0.103,0.828,100.07,4,latino
68809,23WI5V2eD4EyGKxSl7Pyeq,Chino & Nacho;Daddy Yankee,Andas En Mi Cabeza,Andas En Mi Cabeza,74,247493,False,0.671,0.954,9,-1.87,1,0.13,0.0244,0.0,0.111,0.556,104.114,4,latino
68250,6DXLO8LndZMVOHM0wNbpzg,Don Omar;Lucenzo,Meet The Orphans,Danza Kuduro,74,198786,False,0.699,0.917,0,-4.897,1,0.115,0.078,0.0,0.065,0.889,130.04,4,latino
68734,4Xtlw8oXkIOvzV7crUBKeZ,Daddy Yankee,Barrio Fino En Directo,Rompe,74,188626,True,0.696,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4,latino
68977,5x17YrAwajDUCqB8zT9ElY,Tiago PZK;Myke Towers,Portales,Traductor,74,222857,False,0.845,0.776,11,-3.098,0,0.0488,0.111,0.0321,0.0684,0.528,105.018,4,latino
68354,5YUyW9opqNsMSEzzecZih1,Nicky Jam;J Balvin,Intimo,X,74,172854,False,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,latino
68715,1RouRzlg8OKFeqc6LvdxmB,Maluma,F.A.M.E.,Felices los 4,74,230000,False,0.766,0.756,5,-5.861,1,0.132,0.213,0.0,0.349,0.716,94.027,4,latino
68613,0bBd6K5X4W7t9GyXcaVOA7,J Balvin;Ed Sheeran,Sigue/Forever My Love,Sigue,74,159386,True,0.889,0.641,7,-4.494,1,0.0668,0.0515,2.75e-05,0.19,0.588,87.99,4,latino
68660,1c2vVx6knoiZHXbJJ9Mk8L,Justin Quiles;Robin Schulz,AEIOU,AEIOU,74,161880,False,0.689,0.856,5,-3.394,0,0.0813,0.0493,0.0,0.232,0.706,126.108,4,latino
68868,2cXeLEN1eguDzERP5csBUs,Jay Wheeler;DJ Nelson;Myke Towers,Platónicos Mix (DJ Mix),La Curiosidad (feat. Myke Towers) - Mixed,74,93652,False,0.809,0.752,11,-3.638,0,0.206,0.114,0.000187,0.303,0.858,92.14,4,latino
68552,2B4GHvToeLTOBB4QLzW3Ni,Farruko,La 167,Pepas,74,287120,True,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,4,latino
68614,5Pg4qYTcvCUBBq3jBhKq0t,Daddy Yankee;Pitbull,LEGENDADDY,HOT,74,154493,True,0.898,0.677,11,-6.422,0,0.243,0.0223,0.0,0.35,0.578,130.027,4,latino
68556,7qCAVkHWZkF44OzOUKf8Cr,Nicky Jam;Enrique Iglesias,Fénix,El Perdón (with Enrique Iglesias),74,205906,False,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,4,latino
68864,4FjkjrvfbB3C4eUqWlw3vB,Rvfv;Pablo Mas,NASTU,Mami,74,168367,False,0.707,0.572,1,-5.378,1,0.157,0.497,4.06e-06,0.126,0.456,98.003,4,latino
68915,48zFZh27QU5qsrBjn4C2FA,Ozuna;Manuel Turizo,Aura,Vaina Loca,74,176133,False,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,4,latino
68508,2CGhzWArXQZG86V1Ztv4Q2,Ozuna,OzuTochi,Mañana,73,192320,False,0.865,0.522,6,-4.648,1,0.0761,0.105,0.0154,0.0671,0.692,91.015,4,latino
68658,5A1vGSsqw0UQCBxHOyPOjG,FMK;Tiago PZK;Mau y Ricky,Prende la Cámara RMX,Prende la Cámara RMX,72,212629,False,0.764,0.711,9,-4.017,1,0.112,0.112,1.75e-06,0.0698,0.798,91.938,4,latino
68961,1LIqNVhaIgxXUt2eVoIQJ3,Maluma,11:11,HP,72,184435,True,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,4,latino
68356,6KuqAtoeVzxAYOaMveLNpH,Daddy Yankee,Dura,Dura,72,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,4,latino
68357,7COfe3P7KgfwDwIRB8LIDw,J Balvin;Willy William,Vibras,Mi Gente,72,185040,False,0.548,0.704,11,-4.838,0,0.0777,0.0168,2.25e-05,0.143,0.288,104.666,4,latino
68351,0GzuHFG4Ql6DoyxFRnIk3F,Maluma;The Weeknd,Hawái (Remix),Hawái - Remix,72,200481,False,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4,latino
68710,2L95U6syP0bV3fkYYOzmiW,El Alfa;Chael Produciendo;CJ;El Cherry Scom,La Mamá de la Mamá,La Mamá de la Mamá,72,219000,True,0.922,0.927,11,-3.025,1,0.105,0.283,0.00331,0.719,0.796,129.978,4,latino
68822,2gdBsRfuWGwJwe3X5XwZuI,Ozuna,La Copa,La Copa,72,154628,False,0.913,0.803,0,-3.911,1,0.0353,0.116,0.000275,0.111,0.947,126.016,4,latino
68969,493Rk3iS7rs8uPfpnfm95u,Farruko;Victor Cardenas;Dj Adoni,El Incomprendido,El Incomprendido,71,267546,True,0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,4,latino
68958,0FDMH2ahuIVzCybwHJK9zh,Anuel AA,Real Hasta la Muerte,Quiere Beber,71,187125,False,0.773,0.57,8,-3.482,1,0.113,0.372,0.00524,0.108,0.772,95.038,4,latino
68803,5Fim1gaXBgsiFfsQAfQSDS,Nicky Jam,Fénix,Hasta el Amanecer,71,198706,False,0.832,0.608,6,-6.042,0,0.0385,0.282,0.0,0.0761,0.589,94.013,4,latino
68606,2Q4MRMnSAMckugCtR5jgXT,Alvaro Diaz;Rauw Alejandro,Problemón,Problemón,71,193013,False,0.729,0.737,2,-3.727,0,0.064,0.275,7.58e-06,0.137,0.369,91.99,4,latino
68723,2C2TGgFzrTRIOdQS1vUN5h,J Balvin,Energía,Ginza,70,171093,False,0.73,0.809,5,-6.406,0,0.0876,0.208,0.0013,0.0804,0.825,101.965,4,latino
68808,5PXsZaT8cOxb4mXrA20PMQ,Ozuna,Nibiru,Baila Baila Baila,70,158760,False,0.837,0.626,11,-5.674,0,0.152,0.0588,0.0,0.252,0.592,99.987,4,latino
68766,0KkIkfsLEJbrcIhYsCL7L5,Anuel AA;Daddy Yankee;KAROL G;Ozuna;J Balvin,Emmanuel,China,70,301714,False,0.786,0.808,7,-3.702,1,0.0881,0.0846,0.000289,0.0822,0.608,105.029,4,latino
68652,4BxzNZpcm1j3JczZzGNe2k,Don Omar;Tego Calderón,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Bandoleros,70,305280,False,0.662,0.896,5,-5.311,0,0.251,0.318,0.0,0.186,0.79,90.622,4,latino
68717,1bFgMkoazsyZGSflpCzYm6,Farruko;Tiësto,Pepas (Tiësto Remix),Pepas - Tiësto Remix,70,223384,True,0.769,0.688,7,-4.378,1,0.0501,0.00215,0.107,0.088,0.387,130.026,4,latino
68300,4ipnJyDU3Lq15qBAYNqlqK,J Balvin;Willy William,Mi Gente,Mi Gente,70,189440,False,0.774,0.687,11,-4.818,0,0.0584,0.0179,1.17e-05,0.128,0.308,104.959,4,latino
68970,0JAZWvvqttGFm4UMDsPQXC,Ozuna;Camilo,Enoc,Despeinada,70,224186,False,0.734,0.775,8,-3.855,1,0.0614,0.186,0.000542,0.123,0.72,166.039,4,latino
68957,4FvJysAX0y4TfHE9CIprrx,DELLAFUENTE;Rvfv,K alegría,K alegría,70,159215,False,0.777,0.787,10,-5.472,0,0.0964,0.104,0.0161,0.0654,0.88,110.02,4,latino
68400,4sCSUQnWQ6HJsOMjfPicdn,Don Omar;Lucenzo,Fast Five (Original Motion Picture Soundtrack),Danza Kuduro,70,198386,False,0.701,0.896,0,-6.459,1,0.0814,0.0866,0.0,0.0572,0.896,130.067,4,latino
68758,6MJUCumnQsQEKbCy28tbCP,Daddy Yankee;Anuel AA,Adictiva,Adictiva,70,207853,False,0.788,0.771,4,-3.206,0,0.0563,0.291,5.62e-05,0.172,0.701,99.038,4,latino
68956,0nDGgXV5oI8TdAmWjUx65l,J Balvin;Ryan Castro,Nivel De Perreo,Nivel De Perreo,70,151573,True,0.802,0.828,1,-3.601,1,0.0756,0.0217,0.0,0.0692,0.722,91.983,4,latino
68509,5b1je14Oz92lpIlIMLieWw,Farruko,Viaje,Viaje,70,303626,True,0.705,0.799,0,-4.776,0,0.0347,0.0357,0.417,0.0643,0.658,122.018,4,latino
68358,1q0PYXTbDsirp2l74ng6pn,J Balvin;Skrillex,JOSE,In Da Getto,70,130666,False,0.924,0.723,8,-3.142,1,0.0466,0.0177,2.61e-05,0.113,0.643,126.998,4,latino
